Date,SKU Code,SKU Name,Platform,Ad Spend (₹),Impressions,Clicks,CTR,Ad Orders,Attributed Revenue (₹),ROAS,ACoS
2026-08-05,De-Tan Coffee BodyWash-5,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml |Pack of 5",Myntra,600,18000,308,1.71%,31,12989,21.65x,4.6%
2026-08-04,De-Tan Coffee BodyWash-5,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml |Pack of 5",Own Website,802,25664,1202,4.68%,105,43995,54.86x,1.8%
2026-08-03,De-Tan Coffee BodyWash-5,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml |Pack of 5",Amazon,906,32616,1412,4.33%,69,28911,31.91x,3.1%
2026-08-02,De-Tan Coffee BodyWash-5,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml |Pack of 5",Flipkart,832,20800,1048,5.04%,99,41481,49.86x,2.0%
2026-08-01,De-Tan Coffee BodyWash-5,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml |Pack of 5",Meesho,1130,21470,808,3.76%,74,31006,27.44x,3.6%
2026-07-31,De-Tan Coffee BodyWash-5,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml |Pack of 5",Myntra,1132,36224,1395,3.85%,205,85895,75.88x,1.3%
2026-07-30,De-Tan Coffee BodyWash-5,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml |Pack of 5",Own Website,316,5688,123,2.16%,17,7123,22.54x,4.4%
2026-07-29,De-Tan Coffee BodyWash-5,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml |Pack of 5",Amazon,371,5565,84,1.51%,11,4609,12.42x,8.0%
2026-07-28,De-Tan Coffee BodyWash-5,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml |Pack of 5",Flipkart,475,15675,375,2.39%,55,23045,48.52x,2.1%
2026-08-11,VQ-Rosemary-Water-003,"Rosemaryy Water Hair Spray | 100% Pure & Natural | Promotes Hair Growth, Reduces Hairfall & Strengthens Roots | Suitable for All Hair Types [ 100ML, PACK OF 3] hair lotion and tonic271",Myntra,572,22308,967,4.33%,72,30168,52.74x,1.9%
2026-08-10,VQ-Rosemary-Water-003,"Rosemaryy Water Hair Spray | 100% Pure & Natural | Promotes Hair Growth, Reduces Hairfall & Strengthens Roots | Suitable for All Hair Types [ 100ML, PACK OF 3] hair lotion and tonic271",Own Website,1088,41344,716,1.73%,33,13827,12.71x,7.9%
2026-08-09,VQ-Rosemary-Water-003,"Rosemaryy Water Hair Spray | 100% Pure & Natural | Promotes Hair Growth, Reduces Hairfall & Strengthens Roots | Suitable for All Hair Types [ 100ML, PACK OF 3] hair lotion and tonic271",Amazon,812,17052,433,2.54%,33,13827,17.03x,5.9%
2026-08-08,VQ-Rosemary-Water-003,"Rosemaryy Water Hair Spray | 100% Pure & Natural | Promotes Hair Growth, Reduces Hairfall & Strengthens Roots | Suitable for All Hair Types [ 100ML, PACK OF 3] hair lotion and tonic271",Flipkart,186,5022,100,1.99%,6,2514,13.52x,7.4%
2026-08-07,VQ-Rosemary-Water-003,"Rosemaryy Water Hair Spray | 100% Pure & Natural | Promotes Hair Growth, Reduces Hairfall & Strengthens Roots | Suitable for All Hair Types [ 100ML, PACK OF 3] hair lotion and tonic271",Meesho,968,15488,779,5.03%,27,11313,11.69x,8.6%
2026-08-06,VQ-Rosemary-Water-003,"Rosemaryy Water Hair Spray | 100% Pure & Natural | Promotes Hair Growth, Reduces Hairfall & Strengthens Roots | Suitable for All Hair Types [ 100ML, PACK OF 3] hair lotion and tonic271",Myntra,548,11508,210,1.82%,29,12151,22.17x,4.5%
2026-08-05,VQ-Rosemary-Water-003,"Rosemaryy Water Hair Spray | 100% Pure & Natural | Promotes Hair Growth, Reduces Hairfall & Strengthens Roots | Suitable for All Hair Types [ 100ML, PACK OF 3] hair lotion and tonic271",Own Website,819,21294,1043,4.90%,73,30587,37.35x,2.7%
2026-08-04,VQ-Rosemary-Water-003,"Rosemaryy Water Hair Spray | 100% Pure & Natural | Promotes Hair Growth, Reduces Hairfall & Strengthens Roots | Suitable for All Hair Types [ 100ML, PACK OF 3] hair lotion and tonic271",Amazon,1017,39663,1738,4.38%,105,43995,43.26x,2.3%
2026-08-03,VQ-Rosemary-Water-003,"Rosemaryy Water Hair Spray | 100% Pure & Natural | Promotes Hair Growth, Reduces Hairfall & Strengthens Roots | Suitable for All Hair Types [ 100ML, PACK OF 3] hair lotion and tonic271",Flipkart,1113,25599,558,2.18%,81,33939,30.49x,3.3%
2026-08-02,VQ-Rosemary-Water-003,"Rosemaryy Water Hair Spray | 100% Pure & Natural | Promotes Hair Growth, Reduces Hairfall & Strengthens Roots | Suitable for All Hair Types [ 100ML, PACK OF 3] hair lotion and tonic271",Meesho,230,7360,330,4.48%,19,7961,34.61x,2.9%
2026-08-01,VQ-Rosemary-Water-003,"Rosemaryy Water Hair Spray | 100% Pure & Natural | Promotes Hair Growth, Reduces Hairfall & Strengthens Roots | Suitable for All Hair Types [ 100ML, PACK OF 3] hair lotion and tonic271",Myntra,500,8000,433,5.41%,56,23464,46.93x,2.1%
2026-07-31,VQ-Rosemary-Water-003,"Rosemaryy Water Hair Spray | 100% Pure & Natural | Promotes Hair Growth, Reduces Hairfall & Strengthens Roots | Suitable for All Hair Types [ 100ML, PACK OF 3] hair lotion and tonic271",Own Website,667,24679,1263,5.12%,85,35615,53.40x,1.9%
2026-07-30,VQ-Rosemary-Water-003,"Rosemaryy Water Hair Spray | 100% Pure & Natural | Promotes Hair Growth, Reduces Hairfall & Strengthens Roots | Suitable for All Hair Types [ 100ML, PACK OF 3] hair lotion and tonic271",Amazon,699,25164,706,2.81%,53,22207,31.77x,3.1%
2026-07-29,VQ-Rosemary-Water-003,"Rosemaryy Water Hair Spray | 100% Pure & Natural | Promotes Hair Growth, Reduces Hairfall & Strengthens Roots | Suitable for All Hair Types [ 100ML, PACK OF 3] hair lotion and tonic271",Flipkart,910,24570,975,3.97%,119,49861,54.79x,1.8%
2026-07-28,VQ-Rosemary-Water-003,"Rosemaryy Water Hair Spray | 100% Pure & Natural | Promotes Hair Growth, Reduces Hairfall & Strengthens Roots | Suitable for All Hair Types [ 100ML, PACK OF 3] hair lotion and tonic271",Meesho,935,18700,908,4.86%,86,36034,38.54x,2.6%
2026-08-11,VQ-Hibiscus-Shampoo-003,"Veqix Hibiscus Bond Repair Shampoo 200ml | Strengthens Hair Bonds | Smooth, Frizz-Free & Damage Repair Shampoo with Hibiscus Extract & Rice Water",Own Website,642,10272,232,2.26%,17,7123,11.10x,9.0%
2026-08-10,VQ-Hibiscus-Shampoo-003,"Veqix Hibiscus Bond Repair Shampoo 200ml | Strengthens Hair Bonds | Smooth, Frizz-Free & Damage Repair Shampoo with Hibiscus Extract & Rice Water",Amazon,1320,35640,1861,5.22%,167,69973,53.01x,1.9%
2026-08-09,VQ-Hibiscus-Shampoo-003,"Veqix Hibiscus Bond Repair Shampoo 200ml | Strengthens Hair Bonds | Smooth, Frizz-Free & Damage Repair Shampoo with Hibiscus Extract & Rice Water",Flipkart,1342,25498,1269,4.98%,45,18855,14.05x,7.1%
2026-08-08,VQ-Hibiscus-Shampoo-003,"Veqix Hibiscus Bond Repair Shampoo 200ml | Strengthens Hair Bonds | Smooth, Frizz-Free & Damage Repair Shampoo with Hibiscus Extract & Rice Water",Meesho,415,7885,292,3.70%,12,5028,12.12x,8.3%
2026-08-07,VQ-Hibiscus-Shampoo-003,"Veqix Hibiscus Bond Repair Shampoo 200ml | Strengthens Hair Bonds | Smooth, Frizz-Free & Damage Repair Shampoo with Hibiscus Extract & Rice Water",Myntra,947,16099,531,3.30%,44,18436,19.47x,5.1%
2026-08-06,VQ-Hibiscus-Shampoo-003,"Veqix Hibiscus Bond Repair Shampoo 200ml | Strengthens Hair Bonds | Smooth, Frizz-Free & Damage Repair Shampoo with Hibiscus Extract & Rice Water",Own Website,204,6528,242,3.71%,20,8380,41.08x,2.4%
2026-08-05,VQ-Hibiscus-Shampoo-003,"Veqix Hibiscus Bond Repair Shampoo 200ml | Strengthens Hair Bonds | Smooth, Frizz-Free & Damage Repair Shampoo with Hibiscus Extract & Rice Water",Amazon,593,21941,748,3.41%,44,18436,31.09x,3.2%
2026-08-04,VQ-Hibiscus-Shampoo-003,"Veqix Hibiscus Bond Repair Shampoo 200ml | Strengthens Hair Bonds | Smooth, Frizz-Free & Damage Repair Shampoo with Hibiscus Extract & Rice Water",Flipkart,538,13450,347,2.58%,16,6704,12.46x,8.0%
2026-08-03,VQ-Hibiscus-Shampoo-003,"Veqix Hibiscus Bond Repair Shampoo 200ml | Strengthens Hair Bonds | Smooth, Frizz-Free & Damage Repair Shampoo with Hibiscus Extract & Rice Water",Meesho,360,11880,314,2.64%,47,19693,54.70x,1.8%
2026-08-02,VQ-Hibiscus-Shampoo-003,"Veqix Hibiscus Bond Repair Shampoo 200ml | Strengthens Hair Bonds | Smooth, Frizz-Free & Damage Repair Shampoo with Hibiscus Extract & Rice Water",Myntra,879,15822,839,5.30%,68,28492,32.41x,3.1%
2026-08-01,VQ-Hibiscus-Shampoo-003,"Veqix Hibiscus Bond Repair Shampoo 200ml | Strengthens Hair Bonds | Smooth, Frizz-Free & Damage Repair Shampoo with Hibiscus Extract & Rice Water",Own Website,440,15840,339,2.14%,43,18017,40.95x,2.4%
2026-07-31,VQ-Hibiscus-Shampoo-003,"Veqix Hibiscus Bond Repair Shampoo 200ml | Strengthens Hair Bonds | Smooth, Frizz-Free & Damage Repair Shampoo with Hibiscus Extract & Rice Water",Amazon,1020,37740,1636,4.33%,76,31844,31.22x,3.2%
2026-07-30,VQ-Hibiscus-Shampoo-003,"Veqix Hibiscus Bond Repair Shampoo 200ml | Strengthens Hair Bonds | Smooth, Frizz-Free & Damage Repair Shampoo with Hibiscus Extract & Rice Water",Flipkart,514,16962,687,4.05%,45,18855,36.68x,2.7%
2026-07-29,VQ-Hibiscus-Shampoo-003,"Veqix Hibiscus Bond Repair Shampoo 200ml | Strengthens Hair Bonds | Smooth, Frizz-Free & Damage Repair Shampoo with Hibiscus Extract & Rice Water",Meesho,815,30155,516,1.71%,62,25978,31.87x,3.1%
2026-07-28,VQ-Hibiscus-Shampoo-003,"Veqix Hibiscus Bond Repair Shampoo 200ml | Strengthens Hair Bonds | Smooth, Frizz-Free & Damage Repair Shampoo with Hibiscus Extract & Rice Water",Myntra,490,14700,801,5.45%,56,23464,47.89x,2.1%
2026-08-11,VQ-Kojic-Acid-Serum-Niacinamide-Acid-Serum,"Veqix Kojic Acid Face Serum (30ml) + Niacinamide Face Serum (30ml) Combo | Brightening, Dark Spot Reduction, Pore Minimizing & Oil Control Serums | For All Skin Types",Amazon,816,29376,1337,4.55%,47,19693,24.13x,4.1%
2026-08-10,VQ-Kojic-Acid-Serum-Niacinamide-Acid-Serum,"Veqix Kojic Acid Face Serum (30ml) + Niacinamide Face Serum (30ml) Combo | Brightening, Dark Spot Reduction, Pore Minimizing & Oil Control Serums | For All Skin Types",Flipkart,1314,19710,561,2.85%,73,30587,23.28x,4.3%
2026-08-09,VQ-Kojic-Acid-Serum-Niacinamide-Acid-Serum,"Veqix Kojic Acid Face Serum (30ml) + Niacinamide Face Serum (30ml) Combo | Brightening, Dark Spot Reduction, Pore Minimizing & Oil Control Serums | For All Skin Types",Meesho,1159,20862,1061,5.09%,80,33520,28.92x,3.5%
2026-08-08,VQ-Kojic-Acid-Serum-Niacinamide-Acid-Serum,"Veqix Kojic Acid Face Serum (30ml) + Niacinamide Face Serum (30ml) Combo | Brightening, Dark Spot Reduction, Pore Minimizing & Oil Control Serums | For All Skin Types",Myntra,498,10956,560,5.11%,18,7542,15.14x,6.6%
2026-08-07,VQ-Kojic-Acid-Serum-Niacinamide-Acid-Serum,"Veqix Kojic Acid Face Serum (30ml) + Niacinamide Face Serum (30ml) Combo | Brightening, Dark Spot Reduction, Pore Minimizing & Oil Control Serums | For All Skin Types",Own Website,564,12972,582,4.49%,28,11732,20.80x,4.8%
2026-08-06,VQ-Kojic-Acid-Serum-Niacinamide-Acid-Serum,"Veqix Kojic Acid Face Serum (30ml) + Niacinamide Face Serum (30ml) Combo | Brightening, Dark Spot Reduction, Pore Minimizing & Oil Control Serums | For All Skin Types",Amazon,712,12816,441,3.44%,50,20950,29.42x,3.4%
2026-08-05,VQ-Kojic-Acid-Serum-Niacinamide-Acid-Serum,"Veqix Kojic Acid Face Serum (30ml) + Niacinamide Face Serum (30ml) Combo | Brightening, Dark Spot Reduction, Pore Minimizing & Oil Control Serums | For All Skin Types",Flipkart,219,7227,288,3.99%,13,5447,24.87x,4.0%
2026-08-04,VQ-Kojic-Acid-Serum-Niacinamide-Acid-Serum,"Veqix Kojic Acid Face Serum (30ml) + Niacinamide Face Serum (30ml) Combo | Brightening, Dark Spot Reduction, Pore Minimizing & Oil Control Serums | For All Skin Types",Meesho,1267,35476,1633,4.60%,148,62012,48.94x,2.0%
2026-08-03,VQ-Kojic-Acid-Serum-Niacinamide-Acid-Serum,"Veqix Kojic Acid Face Serum (30ml) + Niacinamide Face Serum (30ml) Combo | Brightening, Dark Spot Reduction, Pore Minimizing & Oil Control Serums | For All Skin Types",Myntra,500,8500,286,3.36%,15,6285,12.57x,8.0%
2026-08-02,VQ-Kojic-Acid-Serum-Niacinamide-Acid-Serum,"Veqix Kojic Acid Face Serum (30ml) + Niacinamide Face Serum (30ml) Combo | Brightening, Dark Spot Reduction, Pore Minimizing & Oil Control Serums | For All Skin Types",Own Website,730,24090,1242,5.16%,77,32263,44.20x,2.3%
2026-08-01,VQ-Kojic-Acid-Serum-Niacinamide-Acid-Serum,"Veqix Kojic Acid Face Serum (30ml) + Niacinamide Face Serum (30ml) Combo | Brightening, Dark Spot Reduction, Pore Minimizing & Oil Control Serums | For All Skin Types",Amazon,208,3328,68,2.04%,6,2514,12.09x,8.3%
2026-07-31,VQ-Kojic-Acid-Serum-Niacinamide-Acid-Serum,"Veqix Kojic Acid Face Serum (30ml) + Niacinamide Face Serum (30ml) Combo | Brightening, Dark Spot Reduction, Pore Minimizing & Oil Control Serums | For All Skin Types",Flipkart,1097,19746,318,1.61%,48,20112,18.33x,5.5%
2026-07-30,VQ-Kojic-Acid-Serum-Niacinamide-Acid-Serum,"Veqix Kojic Acid Face Serum (30ml) + Niacinamide Face Serum (30ml) Combo | Brightening, Dark Spot Reduction, Pore Minimizing & Oil Control Serums | For All Skin Types",Meesho,289,5780,198,3.43%,29,12151,42.04x,2.4%
2026-07-29,VQ-Kojic-Acid-Serum-Niacinamide-Acid-Serum,"Veqix Kojic Acid Face Serum (30ml) + Niacinamide Face Serum (30ml) Combo | Brightening, Dark Spot Reduction, Pore Minimizing & Oil Control Serums | For All Skin Types",Myntra,151,2416,53,2.19%,3,1257,8.32x,12.0%
2026-07-28,VQ-Kojic-Acid-Serum-Niacinamide-Acid-Serum,"Veqix Kojic Acid Face Serum (30ml) + Niacinamide Face Serum (30ml) Combo | Brightening, Dark Spot Reduction, Pore Minimizing & Oil Control Serums | For All Skin Types",Own Website,911,27330,804,2.94%,38,15922,17.48x,5.7%
2026-08-11,RM_HAIR_SERUM,"Hair Growth Serum | Reduces Hair Fall, Strengthens Roots & Boosts Shine (30 ml)",Flipkart,1288,48944,1736,3.55%,82,34358,26.68x,3.7%
2026-08-10,RM_HAIR_SERUM,"Hair Growth Serum | Reduces Hair Fall, Strengthens Roots & Boosts Shine (30 ml)",Meesho,757,18168,835,4.60%,27,11313,14.94x,6.7%
2026-08-09,RM_HAIR_SERUM,"Hair Growth Serum | Reduces Hair Fall, Strengthens Roots & Boosts Shine (30 ml)",Myntra,282,8178,151,1.85%,18,7542,26.74x,3.7%
2026-08-08,RM_HAIR_SERUM,"Hair Growth Serum | Reduces Hair Fall, Strengthens Roots & Boosts Shine (30 ml)",Own Website,1315,34190,901,2.64%,80,33520,25.49x,3.9%
2026-08-07,RM_HAIR_SERUM,"Hair Growth Serum | Reduces Hair Fall, Strengthens Roots & Boosts Shine (30 ml)",Amazon,1186,27278,574,2.10%,81,33939,28.62x,3.5%
2026-08-06,RM_HAIR_SERUM,"Hair Growth Serum | Reduces Hair Fall, Strengthens Roots & Boosts Shine (30 ml)",Flipkart,1340,34840,1369,3.93%,68,28492,21.26x,4.7%
2026-08-05,RM_HAIR_SERUM,"Hair Growth Serum | Reduces Hair Fall, Strengthens Roots & Boosts Shine (30 ml)",Meesho,713,17825,566,3.18%,44,18436,25.86x,3.9%
2026-08-04,RM_HAIR_SERUM,"Hair Growth Serum | Reduces Hair Fall, Strengthens Roots & Boosts Shine (30 ml)",Myntra,553,9401,402,4.28%,44,18436,33.34x,3.0%
2026-08-03,RM_HAIR_SERUM,"Hair Growth Serum | Reduces Hair Fall, Strengthens Roots & Boosts Shine (30 ml)",Own Website,939,36621,2005,5.48%,96,40224,42.84x,2.3%
2026-08-02,RM_HAIR_SERUM,"Hair Growth Serum | Reduces Hair Fall, Strengthens Roots & Boosts Shine (30 ml)",Amazon,862,21550,466,2.16%,39,16341,18.96x,5.3%
2026-08-01,RM_HAIR_SERUM,"Hair Growth Serum | Reduces Hair Fall, Strengthens Roots & Boosts Shine (30 ml)",Flipkart,435,9570,226,2.36%,23,9637,22.15x,4.5%
2026-07-31,RM_HAIR_SERUM,"Hair Growth Serum | Reduces Hair Fall, Strengthens Roots & Boosts Shine (30 ml)",Meesho,1262,31550,1111,3.52%,152,63688,50.47x,2.0%
2026-07-30,RM_HAIR_SERUM,"Hair Growth Serum | Reduces Hair Fall, Strengthens Roots & Boosts Shine (30 ml)",Myntra,926,13890,276,1.99%,42,17598,19.00x,5.3%
2026-07-29,RM_HAIR_SERUM,"Hair Growth Serum | Reduces Hair Fall, Strengthens Roots & Boosts Shine (30 ml)",Own Website,848,19504,414,2.12%,56,23464,27.67x,3.6%
2026-07-28,RM_HAIR_SERUM,"Hair Growth Serum | Reduces Hair Fall, Strengthens Roots & Boosts Shine (30 ml)",Amazon,856,30816,1084,3.52%,54,22626,26.43x,3.8%
2026-08-11,De-Tan Coffee Body Wash-3,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml || Pack of 3",Meesho,307,10131,272,2.68%,41,17179,55.96x,1.8%
2026-08-10,De-Tan Coffee Body Wash-3,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml || Pack of 3",Myntra,1251,31275,627,2.00%,66,27654,22.11x,4.5%
2026-08-09,De-Tan Coffee Body Wash-3,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml || Pack of 3",Own Website,673,19517,716,3.67%,97,40643,60.39x,1.7%
2026-08-08,De-Tan Coffee Body Wash-3,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml || Pack of 3",Amazon,924,18480,559,3.02%,37,15503,16.78x,6.0%
2026-08-07,De-Tan Coffee Body Wash-3,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml || Pack of 3",Flipkart,438,9198,382,4.15%,51,21369,48.79x,2.0%
2026-08-06,De-Tan Coffee Body Wash-3,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml || Pack of 3",Meesho,662,20522,431,2.10%,33,13827,20.89x,4.8%
2026-08-05,De-Tan Coffee Body Wash-3,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml || Pack of 3",Myntra,1262,40384,823,2.04%,113,47347,37.52x,2.7%
2026-08-04,De-Tan Coffee Body Wash-3,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml || Pack of 3",Own Website,169,6084,204,3.35%,22,9218,54.54x,1.8%
2026-08-03,De-Tan Coffee Body Wash-3,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml || Pack of 3",Amazon,196,3528,171,4.85%,25,10475,53.44x,1.9%
2026-08-02,De-Tan Coffee Body Wash-3,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml || Pack of 3",Flipkart,1160,35960,1597,4.44%,153,64107,55.26x,1.8%
2026-08-01,De-Tan Coffee Body Wash-3,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml || Pack of 3",Meesho,1100,23100,625,2.71%,67,28073,25.52x,3.9%
2026-07-31,De-Tan Coffee Body Wash-3,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml || Pack of 3",Myntra,150,3600,66,1.83%,8,3352,22.35x,4.5%
2026-07-30,De-Tan Coffee Body Wash-3,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml || Pack of 3",Own Website,1063,24449,373,1.53%,25,10475,9.85x,10.1%
2026-07-29,De-Tan Coffee Body Wash-3,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml || Pack of 3",Amazon,586,15236,719,4.72%,88,36872,62.92x,1.6%
2026-07-28,De-Tan Coffee Body Wash-3,"De-Tan Coffee Body Wash for Men & Women | Deep Cleansing & Tan Removal | Exfoliates Dead Skin, Boosts Glow & Smoothness | All Skin Types | 200ml || Pack of 3",Flipkart,914,27420,677,2.47%,74,31006,33.92x,2.9%
2026-08-11,VQ-Pineapple-Toner-Serum-Moisturizer-001,"Pineapple Skincare Combo | Clarifying Fruit Toner, De-Pigmentation Face Serum & Glow Moisturizer | Brightening, Dark Spot Repair | For All Skin Types",Myntra,540,17820,583,3.27%,29,12151,22.50x,4.4%
2026-08-10,VQ-Pineapple-Toner-Serum-Moisturizer-001,"Pineapple Skincare Combo | Clarifying Fruit Toner, De-Pigmentation Face Serum & Glow Moisturizer | Brightening, Dark Spot Repair | For All Skin Types",Own Website,252,6552,358,5.46%,51,21369,84.80x,1.2%
2026-08-09,VQ-Pineapple-Toner-Serum-Moisturizer-001,"Pineapple Skincare Combo | Clarifying Fruit Toner, De-Pigmentation Face Serum & Glow Moisturizer | Brightening, Dark Spot Repair | For All Skin Types",Amazon,301,9030,362,4.01%,51,21369,70.99x,1.4%
2026-08-08,VQ-Pineapple-Toner-Serum-Moisturizer-001,"Pineapple Skincare Combo | Clarifying Fruit Toner, De-Pigmentation Face Serum & Glow Moisturizer | Brightening, Dark Spot Repair | For All Skin Types",Flipkart,196,7448,231,3.10%,8,3352,17.10x,5.8%
2026-08-07,VQ-Pineapple-Toner-Serum-Moisturizer-001,"Pineapple Skincare Combo | Clarifying Fruit Toner, De-Pigmentation Face Serum & Glow Moisturizer | Brightening, Dark Spot Repair | For All Skin Types",Meesho,230,5980,289,4.83%,16,6704,29.15x,3.4%
2026-08-06,VQ-Pineapple-Toner-Serum-Moisturizer-001,"Pineapple Skincare Combo | Clarifying Fruit Toner, De-Pigmentation Face Serum & Glow Moisturizer | Brightening, Dark Spot Repair | For All Skin Types",Myntra,626,22536,421,1.87%,60,25140,40.16x,2.5%
2026-08-05,VQ-Pineapple-Toner-Serum-Moisturizer-001,"Pineapple Skincare Combo | Clarifying Fruit Toner, De-Pigmentation Face Serum & Glow Moisturizer | Brightening, Dark Spot Repair | For All Skin Types",Own Website,1231,32006,872,2.72%,65,27235,22.12x,4.5%
2026-08-04,VQ-Pineapple-Toner-Serum-Moisturizer-001,"Pineapple Skincare Combo | Clarifying Fruit Toner, De-Pigmentation Face Serum & Glow Moisturizer | Brightening, Dark Spot Repair | For All Skin Types",Amazon,1202,25242,547,2.17%,48,20112,16.73x,6.0%
2026-08-03,VQ-Pineapple-Toner-Serum-Moisturizer-001,"Pineapple Skincare Combo | Clarifying Fruit Toner, De-Pigmentation Face Serum & Glow Moisturizer | Brightening, Dark Spot Repair | For All Skin Types",Flipkart,475,9500,267,2.81%,32,13408,28.23x,3.5%
2026-08-02,VQ-Pineapple-Toner-Serum-Moisturizer-001,"Pineapple Skincare Combo | Clarifying Fruit Toner, De-Pigmentation Face Serum & Glow Moisturizer | Brightening, Dark Spot Repair | For All Skin Types",Meesho,191,3820,96,2.51%,9,3771,19.74x,5.1%
2026-08-01,VQ-Pineapple-Toner-Serum-Moisturizer-001,"Pineapple Skincare Combo | Clarifying Fruit Toner, De-Pigmentation Face Serum & Glow Moisturizer | Brightening, Dark Spot Repair | For All Skin Types",Myntra,158,3318,161,4.85%,17,7123,45.08x,2.2%
2026-07-31,VQ-Pineapple-Toner-Serum-Moisturizer-001,"Pineapple Skincare Combo | Clarifying Fruit Toner, De-Pigmentation Face Serum & Glow Moisturizer | Brightening, Dark Spot Repair | For All Skin Types",Own Website,175,6300,256,4.06%,13,5447,31.13x,3.2%
2026-07-30,VQ-Pineapple-Toner-Serum-Moisturizer-001,"Pineapple Skincare Combo | Clarifying Fruit Toner, De-Pigmentation Face Serum & Glow Moisturizer | Brightening, Dark Spot Repair | For All Skin Types",Amazon,370,14430,515,3.57%,64,26816,72.48x,1.4%
2026-07-29,VQ-Pineapple-Toner-Serum-Moisturizer-001,"Pineapple Skincare Combo | Clarifying Fruit Toner, De-Pigmentation Face Serum & Glow Moisturizer | Brightening, Dark Spot Repair | For All Skin Types",Flipkart,176,2640,108,4.09%,13,5447,30.95x,3.2%
2026-07-28,VQ-Pineapple-Toner-Serum-Moisturizer-001,"Pineapple Skincare Combo | Clarifying Fruit Toner, De-Pigmentation Face Serum & Glow Moisturizer | Brightening, Dark Spot Repair | For All Skin Types",Meesho,1017,18306,871,4.76%,76,31844,31.31x,3.2%
2026-08-11,VQ-Jamun-Toner-Serum-Moisturizer-001,Jamun ClearSkin Acne Care Combo | Clarifying Toner 100ml + Active Acne Moisturizer 50g + Acne Marks Face Serum 30ml | For Oily & Acne-Prone Skin,Own Website,1318,27678,1369,4.95%,51,21369,16.21x,6.2%
